ID;EN;NL;DE;FR;IT;ES
Help_Connector2_Pattern;When checked, the connector is repeated along the edge. Enter the number of instances in the field to the right.;Indien aangevinkt wordt de connector langs de rand herhaald. Voer het aantal exemplaren in het veld rechts in.;Wenn aktiviert, wird der Connector entlang der Kante wiederholt. Geben Sie die Anzahl der Exemplare im Feld rechts ein.;Si coché, le connecteur est répété le long de l'arête. Saisissez le nombre d'instances dans le champ à droite.;Se attivato, il connettore viene ripetuto lungo lo spigolo. Inserire il numero di istanze nel campo a destra.;Si está marcado, el conector se repite a lo largo del borde. Introducir el número de instancias en el campo de la derecha.
Help_Connector2_ShowTolerance;Visualise the tolerance gap in the 3D preview so you can verify the clearance before creating the connector.;Toont de tolerantiespeling in de 3D-preview zodat u de speling kunt controleren voordat de connector wordt aangemaakt.;Visualisiert den Toleranzspalt in der 3D-Vorschau, sodass Sie das Spiel prüfen können, bevor der Connector erstellt wird.;Visualisez le jeu de tolérance dans l'aperçu 3D afin de vérifier le dégagement avant de créer le connecteur.;Visualizza il gioco di tolleranza nell'anteprima 3D così da verificare la luce prima di creare il connettore.;Visualizar la holgura de tolerancia en la vista previa 3D para verificar el juego antes de crear el conector.
Help_Connector2_3DPreview;Show a semi-transparent 3D preview of the connector in the viewport. Helps you verify placement and size before clicking Create.;Toont een halftransparante 3D-preview van de connector in de viewport. Handig om plaatsing en maat te controleren voor Create.;Zeigt eine halbtransparente 3D-Vorschau des Connectors im Viewport. Hilft Ihnen, Position und Größe vor dem Klick auf Create zu prüfen.;Affichez un aperçu 3D semi-transparent du connecteur dans la fenêtre. Aide à vérifier le placement et la taille avant de cliquer sur Create.;Mostra un'anteprima 3D semitrasparente del connettore nella viewport. Utile per verificare posizione e dimensione prima di fare clic su Create.;Mostrar una vista previa 3D semitransparente del conector en la ventana gráfica. Ayuda a verificar la posición y el tamaño antes de hacer clic en Create.
Help_Rib_Tolerance;Set the extra clearance in mm added around the intersecting member when cutting the rib. Use 0 for a tight fit, or increase for welding or paint clearance.;Stel de extra speling in mm in die rond het kruisende profiel wordt aangehouden bij het uitsnijden van de rib. Gebruik 0 voor een nauwe pasvorm, of verhoog voor las- of verfspeling.;Stellt das zusätzliche Spiel in mm rund um das kreuzende Element beim Ausschneiden der Rippe ein. 0 für engen Sitz oder erhöhen für Schweiß- oder Lackspiel.;Définit le dégagement supplémentaire en mm ajouté autour de l'élément traversant lors de la découpe de la nervure. Utilisez 0 pour un ajustement serré, ou augmentez pour un jeu de soudure ou de peinture.;Imposta il gioco aggiuntivo in mm aggiunto attorno al membro intersecante quando si taglia la nervatura. Usare 0 per un accoppiamento stretto, aumentare per gioco di saldatura o verniciatura.;Definir la holgura adicional en mm añadida alrededor del miembro intersecante al cortar el refuerzo. Usar 0 para ajuste justo, o aumentar para espacio de soldadura o pintura.
Help_Rib_ReverseDirection;Flip the cut direction when the cutout ends up on the wrong side of the rib. Toggle if the preview shows material removed from the opposite face.;Draai de snijrichting om wanneer de uitsnede aan de verkeerde kant van de rib uitkomt. Schakel in als de preview materiaal aan de verkeerde zijde verwijdert.;Schnittrichtung umkehren, wenn die Aussparung auf der falschen Seite der Rippe landet. Aktivieren, wenn die Vorschau Material an der gegenüberliegenden Fläche entfernt.;Inversez la direction de coupe lorsque la découpe se retrouve du mauvais côté de la nervure. Activez si l'aperçu montre la matière retirée de la face opposée.;Inverte la direzione di taglio quando l'intaglio risulta sul lato sbagliato della nervatura. Attivare se l'anteprima mostra il materiale rimosso dalla faccia opposta.;Invertir la dirección del corte cuando el rebaje queda en el lado incorrecto del refuerzo. Conmutar si la vista previa muestra material retirado en la cara opuesta.
Help_Rib_MiddleTolerance;Apply the tolerance symmetrically to both sides of the intersecting member instead of only one side. Use for symmetric weld gaps.;Pas de tolerantie symmetrisch toe aan beide zijden van het kruisende profiel in plaats van slechts een zijde. Gebruik dit voor symmetrische lasnaden.;Tolerance symmetrisch auf beide Seiten des kreuzenden Elements anwenden statt nur auf eine Seite. Für symmetrische Schweißspalte verwenden.;Appliquez la tolérance symétriquement des deux côtés de l'élément traversant au lieu d'un seul côté. Utile pour des cordons de soudure symétriques.;Applica la tolleranza simmetricamente su entrambi i lati del membro intersecante invece che su un solo lato. Da usare per giunti di saldatura simmetrici.;Aplicar la tolerancia simétricamente a ambos lados del miembro intersecante en lugar de a un solo lado. Usar para holguras de soldadura simétricas.
Help_Rib_PerpendicularCut;Force the cutout to be perpendicular to the rib face, ignoring the angle of the intersecting member. Useful for square-cut copes on angled connections.;Forceer de uitsnede haaks op het ribvlak, ongeacht de hoek van het kruisende profiel. Handig voor recht uitgesneden uitsparingen bij schuine aansluitingen.;Erzwingt eine Aussparung senkrecht zur Rippenfläche, unabhängig vom Winkel des kreuzenden Elements. Nützlich für gerade Ausklinkungen bei schrägen Verbindungen.;Forcez la découpe à être perpendiculaire à la face de la nervure, en ignorant l'angle de l'élément traversant. Utile pour des copings à coupe droite sur des connexions inclinées.;Forza l'intaglio perpendicolare alla faccia della nervatura, ignorando l'angolo del membro intersecante. Utile per tagli a squadra su collegamenti inclinati.;Forzar que el rebaje sea perpendicular a la cara del refuerzo, ignorando el ángulo del miembro intersecante. Útil para rebajes a escuadra en conexiones angulares.
Help_Rib_AddWeldRound;Add a fillet radius along the cutout edges to mimic a welded inner corner. Combine with the radius input to set the rounding size.;Voeg een afrondingsstraal toe langs de randen van de uitsnede om een gelaste binnenhoek na te bootsen. Combineer met het straalveld om de afronding in te stellen.;Fügt einen Verrundungsradius entlang der Aussparungskanten hinzu, um eine geschweißte Innenecke nachzubilden. Mit dem Radiusfeld kombinieren, um die Rundungsgröße einzustellen.;Ajoutez un rayon de congé le long des arêtes de la découpe pour imiter un angle interne soudé. Combinez avec le champ de rayon pour définir la taille de l'arrondi.;Aggiunge un raggio di raccordo lungo gli spigoli dell'intaglio per simulare un angolo interno saldato. Combinare con il campo raggio per impostarne la dimensione.;Añadir un radio de acuerdo a lo largo de los bordes del rebaje para simular una esquina interior soldada. Combinar con la entrada de radio para definir el tamaño del redondeo.
Help_Rib_Radius;Enter the weld-round radius in mm applied to the cutout corners. Only used when Add Weld Round is enabled. Default 0.;Voer de las-afrondingsstraal in mm in die op de hoeken van de uitsnede wordt toegepast. Alleen gebruikt wanneer Lasafronding toevoegen aan staat. Standaard 0.;Geben Sie den Schweiß-Verrundungsradius in mm ein, der auf die Ecken der Aussparung angewendet wird. Nur verwendet, wenn Add Weld Round aktiviert ist. Standard 0.;Saisissez le rayon d'arrondi de soudure en mm appliqué aux coins de la découpe. Utilisé uniquement lorsque Add Weld Round est activé. Par défaut 0.;Inserire il raggio di arrotondamento di saldatura in mm applicato agli angoli dell'intaglio. Usato solo quando Add Weld Round è attivo. Predefinito 0.;Introducir el radio del acuerdo de soldadura en mm aplicado a las esquinas del rebaje. Solo se usa cuando Add Weld Round está activado. Por defecto 0.
Help_Rib_Create;Run the rib cutout operation on the current selection using the values above.\nSelect the rib body first, then the intersecting member before clicking.;Voer de rib-uitsnijbewerking uit op de huidige selectie met de bovenstaande waarden.\nSelecteer eerst de ribbody en daarna het kruisende profiel voordat u klikt.;Führt die Rib-Cutout-Operation auf der aktuellen Auswahl mit den obigen Werten aus.\nWählen Sie zuerst den Rippenkörper, dann das kreuzende Element vor dem Klicken.;Exécutez l'opération de découpe de nervure sur la sélection actuelle avec les valeurs ci-dessus.\nSélectionnez d'abord le corps de la nervure, puis l'élément traversant avant de cliquer.;Esegue l'operazione di intaglio nervatura sulla selezione corrente usando i valori sopra.\nSelezionare prima il corpo nervatura, poi il membro intersecante prima di fare clic.;Ejecutar la operación de rebaje del refuerzo sobre la selección actual con los valores anteriores.\nSeleccionar primero el cuerpo del refuerzo y después el miembro intersecante antes de hacer clic.
Help_Engrave_SourceComponentName;Use the parent component's name as the engraved text. Useful for tagging parts during fabrication.;Gebruik de naam van de bovenliggende component als graveertekst. Handig om onderdelen te labelen bij productie.;Verwendet den Namen der übergeordneten Komponente als Gravurtext. Nützlich zur Kennzeichnung von Teilen während der Fertigung.;Utilisez le nom du composant parent comme texte gravé. Utile pour identifier les pièces pendant la fabrication.;Usa il nome del componente padre come testo inciso. Utile per etichettare le parti durante la fabbricazione.;Usar el nombre del componente padre como texto grabado. Útil para etiquetar piezas durante la fabricación.
Help_Engrave_SourceBodyName;Use the selected body's name as the engraved text. The body name is read from the SpaceClaim tree.;Gebruik de naam van het geselecteerde body als graveertekst. De bodynaam wordt uit de SpaceClaim-structuur gelezen.;Verwendet den Namen des gewählten Bodys als Gravurtext. Der Bodyname wird aus dem SpaceClaim-Strukturbaum gelesen.;Utilisez le nom du corps sélectionné comme texte gravé. Le nom du corps est lu depuis l'arborescence SpaceClaim.;Usa il nome del corpo selezionato come testo inciso. Il nome del corpo viene letto dall'albero di SpaceClaim.;Usar el nombre del cuerpo seleccionado como texto grabado. El nombre del cuerpo se lee del árbol de SpaceClaim.
Help_Engrave_SourceCustom;Type your own text into the field on the right. Supports a single line. Line breaks are not engraved.;Typ eigen tekst in het veld rechts. Een regel ondersteund. Regeleinden worden niet gegraveerd.;Geben Sie eigenen Text in das Feld rechts ein. Eine einzelne Zeile wird unterstützt. Zeilenumbrüche werden nicht graviert.;Saisissez votre propre texte dans le champ à droite. Une seule ligne est prise en charge. Les sauts de ligne ne sont pas gravés.;Digitare il proprio testo nel campo a destra. Supporta una sola riga. Le interruzioni di riga non vengono incise.;Escribir el propio texto en el campo de la derecha. Admite una sola línea. Los saltos de línea no se graban.
